model;type;kNN;successful_finds;recall;recall_percentage;recall_percentage_rounded
E5_base;open;5NN;71797;0.9236003910672018;92.36003910672018;92.36
E5_base;open;10NN;73442;0.9447617577441597;94.47617577441598;94.48
E5_base;open;20NN;74663;0.9604687660800658;96.04687660800658;96.05
E5_base;source;1NN;49285;0.6340048368838119;63.40048368838119;63.4
E5_base;source;5NN;60491;0.7781594113409489;77.81594113409489;77.82
E5_base;source;10NN;63685;0.8192471956365134;81.92471956365134;81.92
E5_base;source;20NN;66620;0.8570031902850674;85.70031902850674;85.7
E5_base;title;1NN;43002;0.5531799938252547;55.31799938252547;55.32
E5_base;title;5NN;51726;0.665405989502933;66.5405989502933;66.54
E5_base;title;10NN;54403;0.6998430585571679;69.98430585571678;69.98
E5_base;title;20NN;56956;0.7326849850776989;73.26849850776989;73.27
E5_large;open;1NN;68990;0.8874909951631161;88.74909951631162;88.75
E5_large;open;5NN;75104;0.9661418133168673;96.61418133168674;96.61
E5_large;open;10NN;76052;0.9783369352680868;97.83369352680869;97.83
E5_large;open;20NN;76667;0.9862483276731502;98.62483276731501;98.62
E5_large;source;1NN;64756;0.8330245960687455;83.30245960687455;83.3
E5_large;source;5NN;72599;0.933917361325512;93.3917361325512;93.39
E5_large;source;10NN;74094;0.9531491200987959;95.31491200987959;95.31
E5_large;source;20NN;75205;0.9674410826386745;96.74410826386745;96.74
E5_large;title;1NN;45282;0.5825100339610991;58.251003396109915;58.25
E5_large;title;5NN;54020;0.6949161263764536;69.49161263764536;69.49
E5_large;title;10NN;56553;0.7275007718431614;72.75007718431614;72.75
E5_large;title;20NN;59084;0.760059689204487;76.0059689204487;76.01
E5_small;open;1NN;62350;0.802073685293815;80.2073685293815;80.21
E5_small;open;5NN;70517;0.9071344036225172;90.71344036225172;90.71
E5_small;open;10NN;72294;0.9299938252547082;92.99938252547082;93.0
E5_small;open;20NN;73643;0.9473474323350829;94.73474323350828;94.73
E5_small;source;1NN;47801;0.6149145826901307;61.491458269013066;61.49
E5_small;source;5NN;58909;0.7578084799835341;75.78084799835341;75.78
E5_small;source;10NN;62083;0.7986389832252753;79.86389832252753;79.86
E5_small;source;20NN;64986;0.8359833281877123;83.59833281877123;83.6
E5_small;title;1NN;41392;0.5324688689924874;53.246886899248736;53.25
E5_small;title;5NN;50788;0.6533395080786251;65.33395080786251;65.33
E5_small;title;10NN;53694;0.6907224451991355;69.07224451991355;69.07
E5_small;title;20NN;56257;0.7236930122465781;72.36930122465782;72.37
LaBSE;open;1NN;56917;0.7321832870227436;73.21832870227436;73.22
LaBSE;open;5NN;67046;0.8624832767315015;86.24832767315014;86.25
LaBSE;open;10NN;69660;0.8961099104661933;89.61099104661933;89.61
LaBSE;open;20NN;71676;0.9220438406915715;92.20438406915716;92.2
LaBSE;source;1NN;56978;0.7329679942369044;73.29679942369044;73.3
LaBSE;source;5NN;67200;0.8644643408459401;86.44643408459402;86.45
LaBSE;source;10NN;69724;0.8969332098384275;89.69332098384275;89.69
LaBSE;source;20NN;71744;0.9229185962745703;92.29185962745703;92.29
LaBSE;title;1NN;54052;0.6953277760625708;69.53277760625708;69.53
LaBSE;title;5NN;61662;0.793223217042297;79.32232170422971;79.32
LaBSE;title;10NN;63928;0.8223731604404652;82.23731604404651;82.24
LaBSE;title;20NN;65857;0.8471879180817125;84.71879180817125;84.72
LASER;open;1NN;27665;0.35588401770093653;35.588401770093654;35.59
LASER;open;5NN;35402;0.4554131933724401;45.541319337244005;45.54
LASER;open;10NN;38595;0.49648811361531336;49.64881136153134;49.65
LASER;open;20NN;41665;0.535980755377174;53.598075537717406;53.6
LASER;source;1NN;10346;0.13309148914273952;13.309148914273953;13.31
LASER;source;5NN;13846;0.17811567356179892;17.811567356179893;17.81
LASER;source;10NN;15415;0.19829937223422867;19.829937223422867;19.83
LASER;source;20NN;17154;0.2206699598641556;22.06699598641556;22.07
LASER;title;1NN;40717;0.5237856334259545;52.378563342595456;52.38
LASER;title;5NN;47439;0.6102577956159309;61.02577956159308;61.03
LASER;title;10NN;49555;0.6374781311104251;63.747813111042504;63.75
LASER;title;20NN;51501;0.6625115776474221;66.2511577647422;66.25
paraphrase-MiniLM-L12;open;1NN;58067;0.7469769476175775;74.69769476175775;74.7
paraphrase-MiniLM-L12;open;5NN;67778;0.8718997633014305;87.18997633014305;87.19
paraphrase-MiniLM-L12;open;10NN;70054;0.9011783472265102;90.11783472265103;90.12
paraphrase-MiniLM-L12;open;20NN;71868;0.9245137388082741;92.45137388082742;92.45
paraphrase-MiniLM-L12;source;1NN;57259;0.7365827930431204;73.65827930431203;73.66
paraphrase-MiniLM-L12;source;5NN;66832;0.8597303694555933;85.97303694555933;85.97
paraphrase-MiniLM-L12;source;10NN;69210;0.8903210867551713;89.03210867551714;89.03
paraphrase-MiniLM-L12;source;20NN;71127;0.9149814757641247;91.49814757641246;91.5
paraphrase-MiniLM-L12;title;1NN;29187;0.37546310589688175;37.546310589688176;37.55
paraphrase-MiniLM-L12;title;5NN;36048;0.4637233714109293;46.37233714109293;46.37
paraphrase-MiniLM-L12;title;10NN;38690;0.49771019862097354;49.771019862097354;49.77
paraphrase-MiniLM-L12;title;20NN;41176;0.5296902336111968;52.96902336111968;52.97
paraphrase-mpnet;open;1NN;65507;0.8426854996398065;84.26854996398066;84.27
paraphrase-mpnet;open;5NN;72754;0.9359112894926418;93.59112894926417;93.59
paraphrase-mpnet;open;10NN;74196;0.9544612534732942;95.44612534732943;95.45
paraphrase-mpnet;open;20NN;75247;0.9679813728517032;96.79813728517031;96.8
paraphrase-mpnet;source;1NN;64791;0.8334748379129361;83.34748379129361;83.35
paraphrase-mpnet;source;5NN;72265;0.9296207677266646;92.96207677266646;92.96
paraphrase-mpnet;source;10NN;73830;0.9497530101883297;94.97530101883297;94.98
paraphrase-mpnet;source;20NN;74968;0.9643923021508696;96.43923021508695;96.44
paraphrase-mpnet;title;1NN;37107;0.4773464032108676;47.73464032108676;47.73
paraphrase-mpnet;title;5NN;44842;0.5768498507769888;57.68498507769888;57.68
paraphrase-mpnet;title;10NN;47680;0.6133580323145004;61.335803231450036;61.34
paraphrase-mpnet;title;20NN;50180;0.6455181640423999;64.55181640423999;64.55
SONAR;open;1NN;46064;0.5925697231655861;59.25697231655861;59.26
SONAR;open;5NN;56273;0.7238988370896368;72.38988370896368;72.39
SONAR;open;10NN;59669;0.7675851600288155;76.75851600288155;76.76
SONAR;open;20NN;62456;0.8034372748790779;80.34372748790778;80.34
SONAR;source;1NN;46234;0.5947566121230833;59.47566121230833;59.48
SONAR;source;5NN;57745;0.742834722651024;74.2834722651024;74.28
SONAR;source;10NN;61398;0.7898271071318308;78.98271071318308;78.98
SONAR;source;20NN;64506;0.8298085828959555;82.98085828959555;82.98
SONAR;title;1NN;53666;0.6903622517237831;69.03622517237831;69.04
SONAR;title;5NN;59743;0.7685370999279613;76.85370999279613;76.85
SONAR;title;10NN;61403;0.7898914273952866;78.98914273952866;78.99
SONAR;title;20NN;62837;0.8083384789544098;80.83384789544098;80.83
