model;type;kNN;successful_finds;recall;recall_percentage;recall_percentage_rounded
LASER;open;20NN;36074;0.46405783678089946;46.405783678089946;46.41
LASER;source;1NN;7956;0.10234640321086755;10.234640321086754;10.23
LASER;source;5NN;10619;0.13660337552742616;13.660337552742616;13.66
LASER;source;10NN;11800;0.1517958217556859;15.17958217556859;15.18
LASER;source;20NN;13051;0.16788875167232686;16.788875167232685;16.79
LASER;title;1NN;35826;0.4608675517134918;46.08675517134918;46.09
LASER;title;5NN;41732;0.5368426469074817;53.68426469074817;53.68
LASER;title;10NN;43539;0.5600879901204076;56.008799012040754;56.01
LASER;title;20NN;45094;0.580091592055161;58.009159205516106;58.01
paraphrase-MiniLM-L12;open;1NN;55060;0.7082947411752598;70.82947411752598;70.83
paraphrase-MiniLM-L12;open;5NN;64582;0.8307862509004836;83.07862509004836;83.08
paraphrase-MiniLM-L12;open;10NN;67077;0.8628820623649275;86.28820623649275;86.29
paraphrase-MiniLM-L12;open;20NN;69213;0.8903596789132449;89.03596789132449;89.04
paraphrase-MiniLM-L12;source;1NN;54003;0.6946974374807039;69.46974374807039;69.47
paraphrase-MiniLM-L12;source;5NN;63522;0.8171503550478543;81.71503550478543;81.72
paraphrase-MiniLM-L12;source;10NN;66126;0.8506483482556344;85.06483482556344;85.06
paraphrase-MiniLM-L12;source;20NN;68329;0.8789878563342596;87.89878563342596;87.9
paraphrase-MiniLM-L12;title;1NN;25951;0.3338350313882886;33.38350313882886;33.38
paraphrase-MiniLM-L12;title;5NN;31097;0.400033446536997;40.0033446536997;40.0
paraphrase-MiniLM-L12;title;10NN;32807;0.42203097663888034;42.20309766388803;42.2
paraphrase-MiniLM-L12;title;20NN;34392;0.4424205001543686;44.24205001543686;44.24
paraphrase-mpnet;open;1NN;64977;0.8358675517134918;83.58675517134918;83.59
paraphrase-mpnet;open;5NN;72174;0.9284501389317691;92.84501389317691;92.85
paraphrase-mpnet;open;10NN;73613;0.9469615107543481;94.69615107543481;94.7
paraphrase-mpnet;open;20NN;74724;0.9612534732942266;96.12534732942267;96.13
paraphrase-mpnet;source;1NN;64150;0.8252289801379027;82.52289801379027;82.52
paraphrase-mpnet;source;5NN;71487;0.9196125347329422;91.96125347329422;91.96
paraphrase-mpnet;source;10NN;73051;0.9397319131419162;93.97319131419162;93.97
paraphrase-mpnet;source;20NN;74278;0.9555161057939693;95.55161057939692;95.55
paraphrase-mpnet;title;1NN;33312;0.42852732324791604;42.8527323247916;42.85
paraphrase-mpnet;title;5NN;39226;0.5046053308634352;50.46053308634352;50.46
paraphrase-mpnet;title;10NN;41140;0.5292271277143151;52.92271277143151;52.92
paraphrase-mpnet;title;20NN;42841;0.551108881341978;55.1108881341978;55.11
SONAR;open;1NN;35209;0.4529304312030462;45.293043120304624;45.29
SONAR;open;5NN;43167;0.5553025625192961;55.53025625192961;55.53
SONAR;open;10NN;46398;0.5968663167644335;59.68663167644335;59.69
SONAR;open;20NN;49470;0.6363846866316765;63.63846866316764;63.64
SONAR;source;1NN;36410;0.46838015848512915;46.83801584851292;46.84
SONAR;source;5NN;47092;0.6057939693320984;60.579396933209836;60.58
SONAR;source;10NN;50808;0.6535967891324483;65.35967891324484;65.36
SONAR;source;20NN;54404;0.699855922609859;69.9855922609859;69.99
SONAR;title;1NN;49993;0.643112586189153;64.3112586189153;64.31
SONAR;title;5NN;56112;0.72182772460636;72.182772460636;72.18
SONAR;title;10NN;57893;0.7447386024493157;74.47386024493157;74.47
SONAR;title;20NN;59431;0.7645235154883194;76.45235154883194;76.45
